sku	asin	price	quantity
53430	B000TQW10C	18.95	0
53431	B000LW5IQS	18.95	0
53432	B000C0ZAEO	27.86	0
53433	B000LW573M	8.00	0
53434	B000LWCWNU	9.24	0
53435	B000Q82TF0	3.92	0
53437	B001BJMS2M	14.28	0
53438	B003TQTOCC	5.10	0
5344	B000VLGAKC	3.99	0
53442	B000TR18G4	10.40	0
53443	B001B7UD3A	11.28	0
53444	B001BAACX8	12.79	0
53445	B001BNRAUS	15.88	0
53446	B0014DQUVK	4.79	0
53447	B001BAAIM8	10.21	0
53448	B00147I7JY	4.45	0
53449	B000MIIHVY	5.29	0
53450	B002JIB9VU	5.29	0
53451	B000MIF33Y	5.29	0
53452	B002JIERM8	5.29	0
53453	B002JIIFJO	5.29	0
53454	B002JIERNC	5.29	0
53455	B002JIGUZU	5.29	0
53457	B001BA2V1Y	10.21	0
53459	B000TQUJ0Q	57.35	0
5346	B000816J4C	7.99	0
53460	B001B7XX50	43.32	0
53461	B001B82OOK	58.84	0
53462	B002JIIEEA	19.70	0
53463	B002JIGSPW	22.56	0
53464	B001I45LME	24.93	0
53465	B001I45LMO	16.66	0
53466	B001I45LMY	23.21	0
53467	B003TQXIWO	5.10	0
53469	B003TQPZCA	5.10	0
5347	B000BN8Z12	4.99	0
53475	B001B7YL88	4.90	0
53476	B001B7USM6	3.43	0
53477	B000TR2TM6	4.90	0
53478	B003TIPS6Q	5.23	0
53480	B00198H4KQ	6.30	0
53481	B003TQRV22	5.99	0
53482	B003TIITQ2	5.09	0
53483	B003TIO5E2	5.29	0
53484	B003TIK7GM	5.09	0
53485	B00198BE9I	5.09	0
53486	B000MJY53C	5.29	0
53487	B00198BF9M	5.29	0
53488	B003TIEOMA	5.09	0
53489	B003TIO4ZC	5.99	0
53490	B003TIK85M	5.09	0
53491	B003TIO4WU	5.09	0
53492	B000TR18FA	10.21	0
53494	B000TQU776	10.89	0
53495	B000TQU77Q	10.68	0
53498	B000S2GZSQ	10.43	0
53499	B000S2GZTU	6.80	0
53500	B000C0ZAEE	22.90	0
53502	B003TIK6F4	5.09	0
53503	B0013RJMV2	6.85	0
53504	B004NYAE50	5.27	0
53505	B004NYAE3W	5.29	0
53506	B00198I928	5.25	0
53507	B003TIK64U	5.09	0
5351	B000JCE4MO	19.74	0
53511	B003TIO55Q	5.09	0
53512	B003TIMAOE	5.23	0
53513	B003TQVJO8	5.10	0
53514	B0016L99N6	5.29	0
53515	B004NYAE5U	5.09	0
53516	B003TIISS6	5.27	0
53517	B003TIMAWQ	5.27	0
53518	B003TIPT3I	5.09	0
53519	B003TIPT5Q	5.23	0
5352	B0002OHPWU	99.00	0
53520	B003TIO4RA	5.09	0
53521	B003TIITA8	5.09	0
53522	B003UDVYFY	5.09	0
53523	B0016L7OBA	4.85	0
53526	B003TN1ASG	5.09	0
53528	B003TN36CY	5.09	0
53529	B003TN1ATA	5.09	0
5353	B000OKLG7C	3.99	0
53530	B003TMYVSI	5.09	0
53531	B003TN36GA	5.09	0
53532	B003TN1AUO	5.09	0
53534	B003TN1AWW	5.09	0
53535	B001MSL2VA	4.98	0
53536	B001B7WSQK	4.58	0
53538	B000TQVWGQ	4.58	0
53539	B001B7SXH8	4.58	0
53540	B001B7YQXI	6.99	0
53542	B000TR1ABW	4.58	0
53543	B000TR1ACQ	4.58	0
53544	B003TN4J0W	5.29	0
53545	B000TQXF7U	4.95	0
53548	B000ZK0ND4	4.84	0
53549	B000ZJV82K	4.84	0
5355	B0007A0R8I	4.99	0
53550	B000W081TA	4.90	0
53551	B000W09PWW	4.90	0
53552	B000W05YOU	4.90	0
53553	B000W0DELK	4.39	0
53554	B003MAZRWG	5.29	0
53555	B000TQVW9S	5.71	0
53556	B001MSJHFI	8.24	0
53557	B001B7SWO2	5.95	0
53558	B001B7QVVI	3.29	0
53560	B000TQXFAM	4.99	0
53562	B000MJZBSU	5.29	0
53563	B000MJTXQQ	5.21	0
53564	B003MB17GU	5.99	0
53565	B000TQXFHA	4.79	0
53566	B0012GVLIG	3.25	0
53567	B001B87CCO	4.91	0
53568	B000TR1ADU	4.73	0
53569	B001B85Q22	4.99	0
53570	B001B85Q54	4.99	0
53571	B000TQU5DW	4.58	0
53572	B000W9Q9Z4	4.39	0
53573	B000TUON0O	4.89	0
53574	B001B85QB8	6.24	0
53575	B001B81RES	4.99	0
53576	B001B87BW0	4.97	0
53577	B001B85QGI	4.87	0
53579	B001B83NFY	4.79	0
5358	B000G02WIC	4.99	0
53580	B001B87CGU	5.65	0
53582	B001B89HB8	4.83	0
53583	B000TQVRX4	4.91	0
53584	B000TQXAW0	4.99	0
53585	B001B87CMY	4.73	0
53586	B001B81S1A	4.39	0
53587	B000TQXAYI	5.65	0
53589	B000TQXL6A	4.97	0
53590	B000TR1G2U	4.81	0
53591	B00147CKKQ	4.39	0
53592	B00147CKLK	4.58	0
53594	B003TMUW22	5.09	0
53595	B003TMUW2W	5.09	0
53596	B003TN4IY4	5.09	0
53598	B001B83N04	4.89	0
53599	B001B83REQ	6.39	0
53600	B001B7YRFU	4.39	0
53601	B000TQW2CY	4.79	0
53602	B000MJXE4I	5.09	0
53603	B004NYAEDW	5.29	0
53604	B000Q86KQE	4.79	0
53605	B003TN36KG	5.99	0
53606	B003TN36LU	5.99	0
53607	B001MSOR1M	5.29	0
53608	B001B85UF0	5.95	0
53611	B000MIG3C4	3.99	0
53612	B003TIO7B8	5.99	0
53613	B003TIMDGY	5.10	0
53615	B003TIPVDG	3.79	0
53617	B003TIPVG8	5.99	0
53618	B000MIE9P2	6.55	0
53619	B00147EKRM	4.58	0
5362	B000I1VN5M	57.68	0
53621	B00147EKS6	3.38	0
53622	B003MB6VG6	5.10	0
53623	B001B7YP3O	3.99	0
53624	B00147EKSQ	3.99	0
53625	B000MIE2S6	5.00	0
53626	B001B7UWCM	4.58	0
53627	B001B7UWHC	3.69	0
53628	B001B7YPJ8	3.39	0
53629	B001B7UWP4	5.29	0
53630	B00147CKQ0	5.29	0
53631	B001B7WR20	5.91	0
53632	B003TIGTQE	5.29	0
53633	B0012691NI	5.09	0
53635	B000MJXCOK	5.09	0
53636	B000LW2YKQ	4.39	0
53637	B001B7SAO4	4.39	0
53638	B000LW11XW	4.68	0
53639	B000MJTZ1E	6.39	0
53640	B000MJW5PW	5.80	0
53641	B003TIIRQ4	3.79	0
53642	B003TIIUQQ	5.25	0
53643	B003TIIUMA	3.79	0
53647	B004NYAEPK	3.20	0
5365	B000BR833I	24.90	0
53650	B003MB6VMK	5.99	0
53651	B003YAPG4S	5.10	0
53652	B003TIIUWU	5.23	0
53653	B003TIGTI2	5.29	0
53654	B001ETH7UM	5.11	0
53655	B001ETL24Y	5.20	0
53656	B001ETFJ7U	4.99	0
53657	B001I45LM4	13.36	0
53659	B001ETL2J4	9.28	0
5366	B0006IRTA0	32.99	0
53660	B001BA3CCG	10.99	0
53663	B001ETH6R6	6.65	0
53664	B001ETFK4W	5.17	0
53665	B001ETL3HK	5.19	0
53666	B001ETL3DO	5.21	0
53667	B001ETJ7LE	6.85	0
53671	B000VI4LHO	5.65	0
53672	B001MSQS3W	5.29	0
53676	B001B87DSC	5.84	0
53677	B000W74EIU	5.19	0
53678	B001ETL3PM	6.94	0
5368	B000MAZZA8	32.99	0
53680	B001B83P6G	5.15	0
53681	B001B87DRI	5.65	0
53683	B001B81TKU	6.10	0
53684	B001B83P02	5.15	0
53686	B000VI6OI8	5.65	0
53687	B001B81TJG	5.13	0
53688	B001ETH6L2	6.40	0
53689	B001ETJ5TI	4.99	0
53690	B001ETE2UK	5.65	0
53693	B000W77TVY	4.90	0
53695	B001B83P8O	4.99	0
53697	B0017UZQ74	73.56	0
53698	B000W51D2M	23.90	0
53699	B0015G8PNW	16.90	0
53700	B0015G8POG	16.90	0
53701	B000W58IE8	37.90	0
53702	B000W58I7A	24.90	0
53703	B0014TBBL8	14.90	0
53704	B0014TBOB0	14.90	0
53705	B0015GCK88	16.90	0
53706	B0015G8PZA	16.90	0
53707	B0016BVN80	19.99	0
53708	B0016BVN6W	119.54	0
53709	B002UUTY9G	13.90	0
53710	B00080H6Z4	13.90	0
53712	B0002HR7QG	14.90	0
53713	B0012CWZFI	8.65	0
53714	B000UA7G52	12.50	0
53715	B0012ZKWBE	9.36	0
53716	B000T7E7Z8	10.96	0
53717	B00122SNOK	42.90	0
53718	B0012ZOH2O	30.90	0
53719	B0012ZOH38	68.66	0
53720	B000T7CDJK	31.15	0
53721	B000T7E8IY	24.90	0
53724	B0000A12HL	24.50	0
53725	B000T7E8IO	24.50	0
53726	B000YA1CJY	14.08	0
53727	B0012ZKWDM	14.85	0
53728	B000T78U7E	11.85	0
53729	B000UL9LWM	12.80	0
53733	B000T78UI8	14.94	0
53734	B000T7CDG8	19.50	0
53738	B0012ZOGBG	24.65	0
5374	B00062RV40	54.90	0
53740	B0012ZMS9I	30.77	0
53741	B0012ZKVUG	25.37	0
53742	B0012ZOGG6	40.44	0
53743	B0012ZOGHA	26.23	0
53744	B0012ZQLUK	43.90	0
53745	B0012ZOGH0	49.70	0
53747	B0012ZOGPW	14.90	0
53750	B000JFYW5U	16.90	0
53752	B000UA5KDC	11.75	0
53754	B000T7E85M	12.43	0
53755	B00122TLG4	12.50	0
53756	B000H6MNHU	74.99	0
53757	B0012ZOGWU	35.90	0
53758	B000NLOWH8	48.90	0
53759	B000W45EDC	23.90	0
53760	B0012ZMSO8	52.50	0
53761	B0012ZOGWA	16.70	0
53762	B000NLSSN2	19.50	0
53763	B000UEL05U	39.99	0
53764	B000NLSX3W	12.50	0
53765	B000W715DM	26.50	0
53766	B000TV6JOG	12.50	0
53767	B000T7FM52	12.80	0
53768	B0012ZMSKC	12.80	0
53769	B0012ZOGOS	12.50	0
53770	B000MVX2T8	14.50	0
53771	B000NJWLNW	13.50	0
53773	B000GZED7K	7.81	0
53777	B000BR9DPA	7.81	0
53780	B000GZED8O	12.30	0
53781	B000NDRTWG	4.01	0
53787	B000HSZC1M	7.16	0
53789	B000BR9DPK	7.81	0
53795	B000GZADU6	7.81	0
53797	B000GY3LCO	14.13	0
53801	B000GZCCXC	14.90	0
53804	B00132NW9A	5.59	0
53813	B000GUSCPE	14.13	0
53816	B000NP30QS	12.57	0
53826	B00132HXFY	5.65	0
53829	B00132GQH0	8.38	0
53832	B00132NWKO	3.37	0
53834	B00132K35Q	7.03	0
53835	B00132NW8Q	6.88	0
53837	B00132GQDE	8.69	0
53847	B000GZED7U	12.30	0
53849	B0015FPLUI	6.11	0
53853	B000KFTF7Y	10.35	0
53854	B000GYZ3Q6	12.30	0
5386	B000XPGFSI	4.99	0
53861	B0013LYZ56	7.13	0
53864	B000GWN8ME	13.70	0
53870	B000BNEOS0	7.81	0
53871	B000BNB0OG	7.81	0
53872	B000GYUYQ0	12.30	0
53874	B000GYUYPQ	12.30	0
53878	B002KIOPEC	7.26	0
5388	B000A42Z4A	5.90	0
53881	B000BR9DPU	12.57	0
53883	B000GYSZDO	13.77	0
53886	B0013M2KH0	11.23	0
53887	B000H69990	23.12	0
53889	B000GYWYEU	26.85	0
53894	B000BN8XQO	7.81	0
53895	B000BNENJ0	7.81	0
53896	B0015FRC32	9.97	0
53900	B000FAMG3O	12.88	0
53902	B000BNC9P0	13.48	0
53903	B000GYZ3QG	13.33	0
53904	B000GZGF4E	12.30	0
53905	B000BNB0XC	17.02	0
53906	B000GZED98	13.94	0
53907	B000GZED8Y	12.30	0
53908	B000GJ5GMW	7.81	0
5391	B000XP8QBW	7.99	0
5392	B000FZQNFQ	7.90	0
5393	B000A42Z54	14.90	0
5394	B000A42Z5E	14.99	0
53944	B000H6CXRU	7.02	0
53945	B003N8DF3U	11.91	0
53948	B000H69T2W	17.34	0
53951	B0009JK9UI	9.71	0
53954	B000H6BFZQ	28.79	0
53956	B0009JK7N2	39.71	0
53958	B0009JK9T4	13.90	0
5396	B000A42Z5O	12.90	0
53960	B0009JK9S0	6.76	0
53961	B0009JK9TY	8.66	0
53963	B0009JK9RG	14.87	0
53964	B000H69IZA	3.21	0
53966	B000H6BO2A	17.20	0
53973	B0012N1JVS	3.53	0
53974	B0012MZQY0	10.33	0
53975	B0012N1JWC	7.42	0
53976	B00144936I	6.68	0
53980	B0012N1JX6	4.21	0
53982	B0012MSV1A	7.32	0
53988	B0012MZQYA	6.60	0
5399	B000FZP3Z2	12.90	0
53990	B0009JK9SA	11.65	0
53991	B0012N37FY	5.66	0
53992	B0012N37G8	7.79	0
53994	B0012N6IBO	3.62	0
54001	B0012MZQYK	4.50	0
54002	B004WKVMEM	3.10	0
54012	B000NDRTVM	5.45	0
54016	B000NDRTVW	3.33	0
54017	B000VB1UDO	4.50	0
54019	B000N6OX9K	13.34	0
54020	B000RYNY84	7.31	0
54025	B0012VPGVO	6.99	0
54030	B0009JK98U	6.80	0
54031	B002KIUCT4	8.57	0
54033	B000HWS7XI	9.89	0
54034	B0009JK9KI	6.80	0
54035	B0009JJQHK	2.96	0
54036	B0009JK9K8	3.82	0
54038	B0009JK7H8	5.19	0
54039	B0009JJQIE	3.23	0
54040	B0009JK7JG	4.63	0
54045	B0012VTG2Y	11.22	0
54047	B002KIKJ9M	5.78	0
54048	B0012MXXI6	4.63	0
54049	B0009JK9C6	6.24	0
54054	B0012MZR1C	5.50	0
54056	B000FGGG52	18.07	0
5406	B000FZSRB4	3.99	0
54063	B000H6AX2W	23.06	0
5407	B000FZSRHS	3.99	0
54070	B000I3ZBM6	5.39	0
54071	B000HSZ8VQ	2.66	0
54075	B000NP0ZWK	6.49	0
54076	B000NDO77Q	5.53	0
54077	B000N6MQ9O	14.35	0
5408	B000A42Z7M	3.99	0
54080	B000N6MQCQ	9.10	0
54082	B000I3XPMO	10.67	0
54083	B000HSVA68	6.96	0
54084	B000I40ZR6	27.90	0
54087	B0012VLHJE	2.90	0
54088	B0012SGSI2	9.19	0
54091	B0012N6IEG	10.34	0
54092	B0009JK7DW	5.16	0
54095	B000BR68IU	8.94	0
54096	B000BR837O	6.90	0
54097	B000H6H4XI	7.76	0
54098	B000FAKFIM	5.49	0
54102	B0009JK9D0	4.13	0
54103	B0009JK9OE	8.49	0
54104	B000H6H7GC	3.50	0
54105	B000H6FI4U	10.00	0
54106	B000H6FMD2	4.89	0
54107	B000BR4JQS	4.52	0
54110	B000H6C6R2	4.42	0
54111	B0009JJQG6	5.97	0
54113	B0009JK7JQ	7.90	0
54115	B000HSZAVE	5.10	0
54118	B000H6H4WO	4.50	0
5412	B000A42Z8Q	3.99	0
54121	B000H6CKKK	4.50	0
54122	B000H6FDNG	7.36	0
54123	B000BR4KWG	2.03	0
54124	B0012VRLZ8	18.08	0
54125	B000I3XPN8	8.34	0
54127	B000NDRTX0	4.50	0
54128	B000NDRTXA	4.50	0
54132	B000I3ZBSU	11.68	0
54133	B0009JK958	6.29	0
54134	B000H6CIOS	4.50	0
54136	B0009JJQ2A	5.62	0
54137	B0009JK9BC	6.29	0
54138	B0009JK7EG	7.16	0
54140	B0009JK9A8	2.99	0
54141	B000BR68K8	6.54	0
54142	B0009JK99O	5.83	0
54143	B0009JK9AI	4.14	0
54145	B0009JJQH0	2.90	0
54147	B0009JK9FS	3.67	0
54148	B001JQM6MY	11.95	0
54149	B000BR9DTQ	3.23	0
54151	B0009JJQJ8	4.27	0
54152	B0009JK7E6	3.60	0
54154	B0009JK99Y	5.87	0
54156	B0009JK94Y	7.21	0
54157	B0009JK9DA	9.89	0
54158	B000H6ABP6	8.14	0
54159	B0009JK7IM	10.43	0
54161	B000H6ABVU	4.50	0
54162	B0009JK9DK	11.48	0
54163	B000H6C85W	6.98	0
54164	B000H6DLIK	6.40	0
54165	B000H6AB9W	4.99	0
54167	B000H6F20K	2.99	0
54168	B0009JK7FK	6.24	0
54169	B000H6C81G	5.96	0
5417	B000A42Z9K	3.99	0
54171	B0009JK9EY	4.99	0
54172	B003LXQRMI	5.90	0
54173	B0009JK7CS	7.61	0
54175	B000H6C6TA	5.65	0
54176	B0009JK9I0	5.59	0
54177	B00132LWNI	7.50	0
54178	B0009JK7HS	3.96	0
54179	B0009JK9AS	6.05	0
5418	B000BV6BS8	3.99	0
54183	B0009JK9IA	5.91	0
54186	B0009JJQF2	4.26	0
54187	B0009JJQ6G	1.58	0
54188	B0009JK97Q	2.71	0
54189	B0009JJQ84	2.90	0
54191	B0009JJQ20	2.03	0
54193	B0009JJPZI	1.24	0
54194	B0009JK9JE	5.50	0
54196	B0009JJQBG	1.58	0
54198	B004YEL8PY	1.52	0
54202	B000RQ59ZS	7.77	0
54204	B00132GQFM	9.90	0
54205	B0009JK9M6	5.50	0
54206	B000BR9DV4	5.50	0
54207	B0009JK9MG	5.90	0
54209	B0009JJQFM	2.90	0
54210	B0009JK9BW	5.59	0
54211	B0009JK9N0	5.90	0
54213	B0009JK9L2	7.06	0
54214	B0009JK9MQ	5.50	0
54215	B000BR8388	6.79	0
54217	B0009JJPV2	2.90	0
54221	B000RQ5A8E	2.90	0
54222	B000RQ5A6Q	5.50	0
54224	B0009JK95S	6.28	0
54225	B0009JJPW6	2.90	0
54227	B0009JK976	5.50	0
54229	B000H6CKFU	5.90	0
54230	B0009JK7F0	2.47	0
54231	B0009JK96M	6.94	0
54232	B0009JJPTE	2.90	0
54233	B0009JK96C	12.19	0
54234	B0009JJPSA	2.90	0
54235	B0009JK7DM	5.97	0
54237	B000BR839M	6.79	0
54239	B000RPZUU8	9.02	0
5424	B000A42ZBI	3.99	0
54240	B0009JK9CG	21.69	0
54242	B0009JK7FA	3.63	0
54246	B000H6FI22	4.98	0
54248	B0009JK90I	4.95	0
54249	B0009JK9J4	3.96	0
5425	B000A42ZC2	3.99	0
54250	B0009JJQ3O	4.52	0
54260	B0012N6IDC	4.50	0
54261	B0012VRLX0	4.68	0
54264	B000H6H4S8	3.17	0
54270	B0009JJQKC	3.65	0
54271	B0009JK9H6	6.03	0
54272	B0009JK9HG	6.24	0
54273	B0012VRLWG	3.62	0
54275	B0012VNDE6	4.50	0
54285	B000RQ5AF2	6.50	0
54287	B000VB1UCU	5.38	0
54289	B0012VRLXA	6.80	0
54294	B000ICJVN2	13.90	0
54295	B0012WJHKO	4.50	0
54297	B0012SGSIC	4.71	0
54298	B0012VLHH6	2.90	0
54299	B000NDTQWW	7.05	0
54300	B000H6CK8W	6.94	0
54302	B00132K2Y8	15.96	0
54304	B00132GQCU	14.71	0
54307	B00132GQES	9.00	0
54308	B00132HXE0	16.01	0
54310	B00132GQCA	12.56	0
54311	B000H6DYY6	5.01	0
54313	B000BR68J4	6.54	0
54315	B000H6CKAK	6.29	0
54318	B00132HXF4	18.94	0
5432	B000FZP6Z4	3.99	0
54320	B0012VRLV2	3.20	0
54321	B0012VPGS2	2.03	0
54324	B00132HXDG	23.89	0
54325	B0012VNDDM	2.90	0
54328	B000RQ5A8Y	5.50	0
54329	B0009JK94E	6.03	0
54330	B00132HXEK	15.96	0
54331	B0012WNNMC	2.90	0
54334	B000H2LAYQ	14.90	0
5434	B000XP8QIK	3.99	0
5435	B000PMLB3S	3.99	0
54350	B000RYKOMS	9.34	0
54356	B000GWM208	47.69	0
54360	B000I40ZNA	12.23	0
54365	B000VB1UDO	1.20	0
54382	B000I42ODY	12.23	0
54386	B00132LWP6	14.90	0
54389	B000V5GRD8	14.90	0
5439	B000FZQR6G	5.99	0
54390	B000H6HBGS	2.90	0
54392	B000V5F1EE	14.90	0
54394	B000H2LAYG	14.90	0
54395	B000H2LAXM	14.90	0
54402	B000H2LAXW	14.90	0
54406	B0010QV412	4.54	0
54407	B000RYKPUO	6.08	0
54408	B000HSZB72	6.67	0
54411	B000H6C63Q	4.11	0
54412	B0012SGSIC	15.25	0
54422	B000V5GRE2	11.55	0
54427	B000V5BLXY	14.90	0
54430	B000H2PCP4	14.90	0
54431	B0009JJQCK	2.74	0
54433	B00132K30G	14.90	0
54437	B000HZ2IGC	7.41	0
5444	B000A42ZFY	5.99	0
54442	B000BR68KI	3.15	0
54447	B000HT1DVE	7.06	0
54449	B000HSXAJS	8.95	0
54451	B000GYUZ1O	16.54	0
54452	B000HSXAJ8	8.50	0
54453	B000FGGG5C	40.98	0
54455	B0009JK7LO	7.12	0
54459	B0009JK9B2	6.02	0
54475	B000BR9DUA	5.98	0
54477	B0009JK9Q2	3.50	0
54478	B000HSVAQ8	12.11	0
54479	B000Q0JWSK	6.60	0
5448	B000FZSUAW	6.90	0
54482	B000GYZ43S	9.77	0
54483	B0012AP0C0	13.36	0
54485	B00005BIEM	24.61	0
54486	B000HSZ9TC	17.28	0
54489	B0009JK9OY	16.93	0
54490	B000GYZ43I	5.13	0
54491	B000HT1DP0	11.51	0
54492	B000Q0NHY0	36.36	0
54498	B000HSVB0I	5.78	0
54499	B000N6KPC4	4.64	0
54500	B000NP10CE	6.79	0
54501	B000Q0IS58	7.06	0
54503	B000GYSZLG	10.25	0
54504	B000Q0LUGC	6.35	0
54505	B000Q0LUGM	6.67	0
54506	B000Q0LUGM	9.49	0
54507	B000OQI47Q	9.98	0
54509	B000N6KPCY	7.62	0
54510	B000OR8K0Q	4.55	0
54511	B0012SCMJG	36.36	0
54519	B000NDO7AI	9.88	0
5452	B000FZSUWK	5.99	0
54522	B000H6H4ZQ	3.96	0
54524	B000H6H20S	3.96	0
5453	B000TQWF62	34.55	0
54530	B002KIMHZ6	3.96	0
54538	B000N6QZUU	4.09	0
54541	B000N6KP7Y	7.90	0
54552	B000SZYGS4	2.90	0
54555	B0012N37LI	4.50	0
5456	B000VLG5VQ	24.50	0
54567	B0012N4UQ4	4.60	0
54576	B000RPZV16	6.50	0
5458	B000VBNL22	23.90	0
54582	B000RPZUZS	6.78	0
54587	B001HGDIQY	16.90	0
54588	B001EWEAFE	47.98	0
54589	B000NOKCC4	38.98	0
5459	B000VBNL18	4.83	0
54590	B000NO249S	42.00	0
54591	B000NO24KM	24.50	0
54592	B000NO24AW	37.12	0
54593	B000NOKCDI	12.94	0
54594	B001BLFXDQ	16.90	0
54595	B000BHHB2M	23.90	0
54597	B000NO24LG	33.42	0
54598	B001BJIXBC	11.02	0
54599	B000NO24B6	54.79	0
5460	B000VBK27Y	6.99	0
54600	B000NOKCBU	44.00	0
54601	B000NO24G6	33.16	0
54602	B000NO24FC	45.44	0
54603	B001BJMJKS	33.42	0
54604	B000NO24A2	49.90	0
54605	B000NO24IY	15.42	0
54606	B000NO24IO	16.56	0
54607	B001DY1RQI	34.90	0
54608	B000NO24AM	47.55	0
54609	B000NO24HA	39.06	0
5461	B001EIDKQS	22.90	0
54610	B000NO24AC	38.84	0
54611	B000NOKCBA	48.12	0
54612	B000NP9LYS	28.90	0
54613	B000NO24HK	29.50	0
54614	B000NO24GG	32.50	0
54615	B000NO24EI	54.50	0
54616	B000NOKC9M	37.59	0
54617	B000NOKCCO	54.50	0
54618	B000NO248E	38.98	0
54619	B000NO24DY	49.41	0
54620	B000NOKCCY	54.50	0
54622	B000NOKCD8	49.95	0
54623	B000NOKCAQ	49.90	0
54624	B000NO24ES	47.59	0
54625	B000NP9LXY	46.56	0
54626	B000NO247U	49.90	0
54627	B000NOKCB0	44.99	0
54629	B000NO24FM	52.78	0
5463	B001C6FO48	6.50	0
54631	B000NOKCDS	21.90	0
54632	B000NO24C0	49.76	0
54633	B000NO24CA	49.41	0
54634	B000NO24CK	54.50	0
54635	B000NP9LX4	47.98	0
54636	B000NO24CU	49.76	0
54637	B000NP9LXE	54.50	0
54638	B000NO248O	41.59	0
54639	B000NO24KC	32.90	0
5464	B000VBK27E	6.90	0
54640	B001B7Y4JE	34.93	0
54641	B000NO24DE	49.44	0
54642	B001BJF49G	54.50	0
54643	B000NO248Y	44.50	0
54644	B000NO2498	44.50	0
54646	B000NO24FW	54.90	0
54647	B000NO24D4	57.90	0
54649	B000NO2452	39.69	0
54650	B000NO244S	44.50	0
54651	B000NO244I	38.99	0
54653	B0012E85V4	44.50	0
54654	B0012EF5IA	43.49	0
54655	B000NO24F2	54.90	0
54656	B000NOKC8I	49.27	0
54657	B000NO245M	44.50	0
54658	B0012E85UU	44.50	0
54659	B0019O4Z84	5.69	0
5466	B00147AHZG	32.50	0
54660	B000NO24NO	5.79	0
54661	B000NO24NE	5.69	0
54662	B0012E85VE	4.36	0
54663	B000NP9LWU	40.07	0
54664	B000NO24BQ	39.69	0
54666	B000NOKCFG	10.89	0
54667	B0012EF5H6	44.50	0
54668	B000NOKC92	44.50	0
54669	B0012EF5I0	37.59	0
54672	B000NO2470	50.54	0
54674	B000NOKCA6	39.98	0
54676	B000NO246G	44.00	0
54677	B000NO245W	44.99	0
54678	B000NOKC8S	44.00	0
54679	B000NO24BG	39.69	0
5468	B000VBK23S	9.90	0
54680	B000NO24NY	15.29	0
54682	B000S2WDPA	18.63	0
54684	B001CNR1ME	47.42	0
54685	B001CNU716	37.90	0
54686	B001CNS7IG	79.90	0
54687	B001CNS7PE	22.38	0
54688	B001CNS7P4	56.19	0
54689	B001CNU75M	52.98	0
5469	B000XPGFC4	32.50	0
54690	B001HGF2LI	54.90	0
54691	B001HGF2OU	54.90	0
54692	B001HGD3SC	44.14	0
54693	B001HG97YQ	42.22	0
54694	B001HGD404	44.77	0
54695	B001AN35VM	20.93	0
54696	B001HG983Q	54.90	0
54697	B001HGF34O	44.37	0
54699	B001MSJI2K	74.90	0
5470	B000VBK256	10.90	0
54700	B000HAMKX8	17.90	0
54702	B001DKBDOI	8.90	0
54703	B001AN5DA8	41.44	0
54704	B000HAKOXQ	21.04	0
54705	B0019K8AAC	64.90	0
54706	B001AN1S8E	26.90	0
54707	B001HG9886	49.60	0
54708	B0015IZ0VK	229.90	0
54709	B0015IX49U	38.98	0
5471	B000VBK25G	10.90	0
54710	B0015ITE8K	99.90	0
54711	B000SSMN1I	119.85	0
54712	B0015IZ0HE	54.90	0
54713	B000SSMN22	69.43	0
54714	B000SNUNZQ	24.85	0
54715	B000SSOS52	76.68	0
54716	B000SSLPCQ	139.90	0
54717	B000SSLPAI	54.85	0
54718	B000SSMN2C	146.98	0
54719	B0015IRMGQ	94.90	0
5472	B000VBK26K	10.90	0
54721	B001I17LIY	3.03	0
54722	B000TBFNZC	16.85	0
54723	B001G90R2U	44.22	0
54724	B000VGX8WA	59.50	0
54725	B001HGF3H6	128.51	0
54726	B0017DC65G	46.27	0
54728	B000T92L72	38.97	0
54729	B0017DFLXK	10.85	0
5473	B000VBI118	11.90	0
54730	B0017DDJR0	18.39	0
54731	B000IDSLOG	8.48	0
54732	B0017XNS8K	26.90	0
54735	B000YS0562	22.90	0
54738	B00143YDIM	11.90	0
54739	B001441R3U	11.90	0
5474	B000VBPENQ	9.90	0
54740	B001HGD5VC	58.63	0
54741	B001HG772A	29.90	0
54742	B000TLMZNU	9.90	0
54743	B0013279QC	49.90	0
54746	B000VALNUA	15.85	0
54747	B000NV0ZAQ	14.30	0
54748	B001HGF5FQ	44.90	0
54749	B000VYYODO	24.90	0
54750	B000NJL2DW	9.90	0
54751	B001BET1JU	15.50	0
54754	B001DCEA9G	39.90	0
54755	B001DCEA96	17.71	0
54756	B000NJL2FK	8.90	0
54757	B0007KWROU	24.90	0
54758	B000NJL2E6	9.90	0
54759	B000NJL2BY	19.90	0
5476	B0013KHI1U	11.11	0
54760	B001DCEA9Q	34.90	0
54761	B000NJL2D2	29.60	0
54763	B0007KWRN6	22.50	0
54764	B0007KWRNG	24.90	0
54765	B0007KWRO0	14.92	0
54766	B000NJL2BO	24.90	0
54767	B001DC9XF2	4.90	0
54768	B000RO4KQE	19.75	0
54769	B000NJL2GE	9.90	0
5477	B001BJF3K6	9.67	0
54770	B00134YHWO	24.70	0
54771	B000NJXS8E	24.90	0
54773	B000NJL2QY	27.90	0
54774	B0018DAUL2	4.90	0
54775	B001QFZ0AS	9.90	0
